,symbol,date,price_adj,order_type,quantity,commision_cost,total_cost,balance
4388,DWARKESH,2024-08-06,69.56949999999999,Buy,15,0.5217712499999999,1044.0642712499998,371456.6672716156
4389,GREENPOWER,2024-08-06,20.200179999999996,Buy,54,0.5454048599999999,1091.3551248599997,370365.3121467556
4390,PAISALO,2024-08-06,62.812749999999994,Buy,17,0.533908375,1068.350658375,369296.96148838056
4391,3IINFOLTD,2024-08-06,34.424389999999995,Buy,31,0.533578045,1067.689668045,368229.2718203356
4392,NAGAFERT,2024-08-06,11.211199999999998,Buy,89,0.4988983999999999,998.2956983999999,367230.9761219356
4393,FCSSOFT,2024-08-06,3.6436399999999995,Buy,261,0.47549502,951.46553502,366279.5105869156
4394,GODHA,2024-08-06,0.9008999999999999,Buy,1011,0.45540495,911.26530495,365368.2452819656
4395,KANANIIND,2024-08-06,2.9129099999999997,Buy,310,0.45150104999999996,903.45360105,364464.7916809156
4396,ATGL,2024-08-06,865.8649999999999,Buy,1,0.43293249999999994,866.2979324999999,363598.49374841555
4397,HMAAGRO,2024-08-06,50.61056,Buy,16,0.40488448,810.17384448,362788.31990393554
4398,MARICO,2024-08-07,627.7871599999999,Buy,10,3.138935799999999,6281.010535799998,356507.3093681355
4399,NLCINDIA,2024-08-07,257.04679,Buy,22,2.82751469,5657.8568946899995,350849.4524734455
4400,IXIGO,2024-08-07,167.36719999999997,Buy,34,2.8452423999999996,5693.330042399999,345156.1224310455
4401,GODIGIT,2024-08-07,326.32599999999996,Buy,17,2.773771,5550.315771,339605.8066600455
4402,SYRMA,2024-08-07,433.02653999999995,Sell,30,2.59815924,12988.198040759999,352594.0047008055
4403,ELECON,2024-08-07,577.8415799999999,Sell,15,2.60028711,8665.023412889997,361259.0281136955
4404,SJVN,2024-08-07,136.75662,Buy,39,2.66675409,5336.17493409,355922.8531796055
4405,MAHABANK,2024-08-07,62.54247999999999,Buy,85,2.6580554,5318.7688554,350604.0843242055
4406,MANINFRA,2024-08-07,180.30012,Buy,29,2.61435174,5231.31783174,345372.7664924655
4407,TNPETRO,2024-08-07,93.97387999999998,Buy,55,2.5842816999999996,5171.147681699999,340201.6188107655
4408,ARE&M,2024-08-07,1505.0835799999998,Buy,3,2.25762537,4517.508365369999,335684.1104453955
4409,BALMLAWRIE,2024-08-07,258.31805999999995,Buy,20,2.5831806,5168.944380599999,330515.1660647955
4410,DLINKINDIA,2024-08-07,545.73519,Buy,9,2.4558083550000003,4914.072518355,325601.09354644053
4411,SWANENERGY,2024-08-07,678.0673899999999,Buy,7,2.373235865,4748.844965865,320852.2485805755
4412,BEML,2024-08-07,3937.2232899999995,Buy,1,1.9686116449999997,3939.1919016449992,316913.05667893053
4413,COCHINSHIP,2024-08-07,2294.38209,Buy,2,2.29438209,4591.05856209,312321.99811684055
4414,GRSE,2024-08-07,2119.84773,Buy,2,2.11984773,4241.81530773,308080.18280911056
4415,HEMIPROP,2024-08-07,200.58037999999996,Buy,23,2.3066743699999996,4615.65541437,303464.52739474055
4416,JWL,2024-08-07,563.97546,Sell,19,2.25590184,10713.27783816,314177.80523290054
4417,KECL,2024-08-07,201.07086999999999,Buy,23,2.312315005,4626.9423250049995,309550.8629078955
4418,HATHWAY,2024-08-07,21.321299999999997,Buy,221,2.35600365,4714.36330365,304836.49960424553
4419,EASEMYTRIP,2024-08-07,19.819799999999997,Buy,214,2.1207185999999996,4243.5579185999995,300592.94168564555
4420,TANLA,2024-08-07,892.0311399999999,Buy,4,1.78406228,3569.9086222799997,297023.03306336555
4421,FOCUS,2024-08-07,110.61927,Sell,116,2.046456495,12829.788863505,309852.82192687056
4422,ATL,2024-08-07,49.04899999999999,Buy,84,2.0600579999999997,4122.176057999999,305730.64586887055
4423,BLSE,2024-08-07,218.2815,Sell,1,1.9645335000000002,216.3169665,305946.96283537056
4424,EXICOM,2024-08-07,398.39799999999997,Buy,9,1.792791,3587.3747909999997,302359.5880443706
4425,TPHQ,2024-08-07,1.35135,Buy,2613,1.765538775,3532.843088775,298826.7449555956
